SYMBOL,EXPIRY_DT,"SUM CE,OPEN_INT","SUM PE,OPEN_INT","%D_CE,OPEN_INT","%D_PE,OPEN_INT","%D_XX,OPEN_INT",PCR,"XX,OPEN_INT","XX,CLOSE","D_XX,CLOSE","XX,VAL_INLAKH",DELIV_PER,"SUM CE,CONTRACTS","SUM PE,CONTRACTS",PCV,"%D_SUM CE,CONTRACTS","%D_SUM PE,CONTRACTS",DAY
ADANIPORTS,27-Oct-2022,15231250,8297500,-0.0025,0.1003,0.0016,0.5448,69328750,826.5,40.39999999999998,142990.52," 8.92",34285,19464,0.5677,-0.1670,-0.3719,Day1
ADANIPORTS,24-Nov-2022,97500,97500,0.1642,0.3448,0.1908,1.0000,515000,830.65,39.89999999999998,4955.89," 8.92",84,66,0.7857,-0.1923,-0.6812,Day1
ALKEM,27-Oct-2022,82400,14000,0.0352,-0.0411,-0.0117,0.1699,338400,3314.8,48.850000000000364,4407.76," 47.00",435,21,0.0483,-0.2915,-0.8346,Day1
ALKEM,24-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,3600,3290,41.25,19.71," 47.00",0,0,0.0000,0.0000,0.0000,Day1
AMARAJABAT,27-Oct-2022,1488000,906000,0.0705,0.1103,-0.0252,0.6089,5676000,496.8,14.449999999999989,6481.46," 28.04",4217,1297,0.3076,0.9099,0.3035,Day1
AMARAJABAT,24-Nov-2022,4000,1000,0.3333,0.0000,0.0052,0.2500,390000,496.4,14.349999999999966,477.72," 28.04",1,1,1.0000,0.0000,0.0000,Day1
AMBUJACEM,27-Oct-2022,16815600,9901800,0.0249,0.0827,-0.0026,0.5888,59727600,494.9,4.5499999999999545,116595.29," 27.42",17927,9330,0.5204,-0.2109,-0.2680,Day1
AMBUJACEM,24-Nov-2022,48600,5400,0.1739,0.5000,0.0244,0.1111,680400,497.35,3.9500000000000455,1438.99," 27.42",11,1,0.0909,2.6667,0.0000,Day1
APOLLOHOSP,27-Oct-2022,852500,253625,0.0018,0.0253,0.0421,0.2975,1490125,4428,47.19999999999982,17396.36," 43.99",7882,3047,0.3866,-0.6133,-0.4827,Day1
APOLLOHOSP,24-Nov-2022,1125,4750,0.2857,0.0857,-0.0246,4.2222,14875,4450.05,50.94999999999982,300.39," 43.99",4,12,3.0000,-0.5556,-0.6842,Day1
APOLLOTYRE,27-Oct-2022,6492500,4609500,-0.0339,0.0519,0.0169,0.7100,11998000,273.85,8.450000000000045,25808.16," 25.83",4803,2248,0.4680,0.1191,-0.1896,Day1
APOLLOTYRE,24-Nov-2022,0,0,0.0000,0.0000,-0.0506,0.0000,262500,274.2,8.349999999999966,741.78," 25.83",0,2,0.0000,0.0000,0.0000,Day1
ASHOKLEY,27-Oct-2022,18545000,11915000,-0.0973,0.0783,-0.0603,0.6425,48675000,156.65,5.849999999999994,32759.04," 41.61",6412,3207,0.5002,-0.2363,0.0972,Day1
ASHOKLEY,24-Nov-2022,55000,30000,1.2000,0.2000,0.0500,0.5455,945000,157.35,5.799999999999983,1244.32," 41.61",6,1,0.1667,0.2000,-0.7500,Day1
ASIANPAINT,27-Oct-2022,2704400,1200600,-0.0174,0.0211,-0.0113,0.4439,5395800,3345.6,33.34999999999991,39862.75," 49.40",19343,7850,0.4058,-0.0662,-0.1631,Day1
ASIANPAINT,24-Nov-2022,23200,24400,0.3647,0.5641,0.0355,1.0517,70000,3356,29.949999999999818,1155.01," 49.40",76,91,1.1974,-0.2762,0.4000,Day1
ASTRAL,27-Oct-2022,429275,121825,0.7004,0.5654,0.0102,0.2838,1145375,2255.75,48.15000000000009,17911.28," 51.81",5977,468,0.0783,0.8239,0.5600,Day1
ASTRAL,24-Nov-2022,825,0,2.0000,0.0000,0.0000,0.0000,15675,2253.55,44.65000000000009,699.14," 51.81",2,0,0.0000,0.0000,0.0000,Day1
ATUL,27-Oct-2022,4950,675,0.7368,0.2857,-0.0113,0.1364,156975,9105.45,178.95000000000073,3852.21," 55.63",71,8,0.1127,10.8333,0.0000,Day1
ATUL,24-Nov-2022,0,75,0.0000,0.0000,-0.1667,0.0000,750,9170,268.9500000000007,34.41," 55.63",0,0,0.0000,0.0000,0.0000,Day1
AUBANK,27-Oct-2022,1404000,760000,0.1055,0.0811,0.0594,0.5413,5653000,610.05,15.649999999999977,19923.8," 47.92",2931,999,0.3408,0.0159,-0.5607,Day1
AUBANK,24-Nov-2022,1000,4000,0.0000,0.0000,-0.0926,4.0000,98000,610.45,15.150000000000091,736.94," 47.92",0,0,0.0000,0.0000,0.0000,Day1
AUROPHARMA,27-Oct-2022,3198000,2030000,0.1638,0.1600,0.0110,0.6348,14177000,546,8.950000000000045,19977.76," 35.39",8261,4134,0.5004,-0.2067,0.0243,Day1
AUROPHARMA,24-Nov-2022,18000,3000,0.2857,2.0000,0.0055,0.1667,367000,547.25,9,624.23," 35.39",8,2,0.2500,-0.5000,1.0000,Day1
AXISBANK,27-Oct-2022,14083200,7718400,-0.0594,0.0787,-0.0051,0.5481,46999200,746.7,20.550000000000068,81235.86," 56.02",20839,10011,0.4804,0.2156,-0.0142,Day1
AXISBANK,24-Nov-2022,181200,70800,0.9610,0.0000,0.2544,0.3907,426000,750.15,20.549999999999955,2935.93," 56.02",166,17,0.1024,2.8605,0.0000,Day1
BAJAJ-AUTO,27-Oct-2022,717750,537750,0.0805,0.0575,-0.0045,0.7492,2566250,3561.25,79.84999999999991,23339.44," 58.28",8232,2323,0.2822,1.1601,0.1950,Day1
BAJAJ-AUTO,24-Nov-2022,2500,3250,0.6667,0.4444,-0.1000,1.3000,38250,3542.35,77.59999999999991,795," 58.28",5,4,0.8000,4.0000,0.0000,Day1
BAJAJFINSV,27-Oct-2022,2944000,1596500,-0.0008,0.0654,-0.0444,0.5423,6462000,1706.1,63.549999999999955,41684.23," 41.07",8911,3552,0.3986,0.4613,0.1525,Day1
BAJAJFINSV,24-Nov-2022,1500,4000,2.0000,0.1429,0.0000,2.6667,203000,1703.9,63.65000000000009,1337.42," 41.07",2,1,0.5000,0.0000,0.0000,Day1
BAJFINANCE,27-Oct-2022,1753875,1191500,0.0714,0.1136,-0.0088,0.6794,4215250,7522.8,325.90000000000055,140797.04," 30.52",60997,22983,0.3768,1.0862,0.3018,Day1
BAJFINANCE,24-Nov-2022,24750,31500,0.4667,0.0588,0.2626,1.2727,69125,7555.45,325.5,7132.8," 30.52",285,122,0.4281,0.9257,0.0000,Day1
BALKRISIND,27-Oct-2022,347700,293100,0.0594,-0.0524,-0.0472,0.8430,2521500,1926.65,54.5,15182.5," 56.83",1912,487,0.2547,1.7912,1.6612,Day1
BALKRISIND,24-Nov-2022,600,6300,0.0000,0.3125,-0.0408,10.5000,42300,1933.1,55.59999999999991,472.9," 56.83",0,9,0.0000,-1.0000,0.5000,Day1
BALRAMCHIN,27-Oct-2022,3505600,2062400,0.0971,0.1602,0.0079,0.5883,6715200,350.7,5.300000000000011,5064.48," 41.13",2190,808,0.3689,-0.2894,-0.2470,Day1
BALRAMCHIN,24-Nov-2022,3200,8000,0.0000,0.0000,0.0469,2.5000,107200,352.2,4.300000000000011,191.44," 41.13",0,0,0.0000,-1.0000,-1.0000,Day1
BANDHANBNK,27-Oct-2022,8409600,5495400,-0.0252,-0.0539,-0.0376,0.6535,25896600,271.65,9.899999999999977,25912.47," 39.64",8222,3678,0.4473,0.9865,0.0992,Day1
BANDHANBNK,24-Nov-2022,28800,97200,0.0000,0.7419,0.0116,3.3750,315000,273,9.899999999999977,527.1," 39.64",1,34,34.0000,0.0000,3.2500,Day1
BANKBARODA,27-Oct-2022,22855950,17046900,-0.0538,0.0558,-0.0063,0.7458,89785800,134,5.550000000000011,35584.91," 38.17",5693,2587,0.4544,0.0199,-0.1766,Day1
BANKBARODA,24-Nov-2022,70200,17550,0.7143,0.0000,-0.0962,0.2500,824850,134.7,5.649999999999977,944.59," 38.17",5,0,0.0000,0.2500,0.0000,Day1
BATAINDIA,27-Oct-2022,332200,127325,0.1571,-0.0064,0.0110,0.3833,1874950,1824.45,37.65000000000009,6872.95," 36.40",2517,411,0.1633,-0.6652,-0.1508,Day1
BATAINDIA,24-Nov-2022,0,550,0.0000,0.0000,0.0481,0.0000,29975,1832.9,39.55000000000018,215.91," 36.40",0,0,0.0000,0.0000,0.0000,Day1
BEL,27-Oct-2022,28237800,16404600,-0.0381,0.0787,-0.0148,0.5809,84348600,102.45,3.5,21611.4," 53.22",2331,1055,0.4526,-0.3552,-0.2957,Day1
BEL,24-Nov-2022,250800,22800,0.1000,1.0000,0.0253,0.0909,2314200,102.8,3.549999999999997,1070.49," 53.22",5,1,0.2000,0.2500,0.0000,Day1
BERGEPAINT,27-Oct-2022,1555400,705100,0.0794,0.2004,-0.0191,0.4533,7507500,618,9.350000000000023,8325.35," 55.27",2009,691,0.3440,-0.0243,-0.3808,Day1
BERGEPAINT,24-Nov-2022,0,9900,0.0000,0.0000,0.0526,0.0000,132000,620.4,9.100000000000023,197.88," 55.27",0,0,0.0000,0.0000,-1.0000,Day1
BHARATFORG,27-Oct-2022,2154000,936000,0.2700,0.2365,0.0047,0.4345,7091000,710.55,17.549999999999955,19173.61," 34.25",3869,1093,0.2825,0.4829,0.5034,Day1
BHARATFORG,24-Nov-2022,4000,2000,0.0000,1.0000,0.1053,0.5000,126000,710.6,16.450000000000045,497.41," 34.25",0,2,0.0000,0.0000,0.0000,Day1
BHARTIARTL,27-Oct-2022,17262450,6558800,0.0472,0.0488,-0.0054,0.3799,41819950,805,7.75,52690.02," 57.65",26219,8691,0.3315,-0.5601,-0.4607,Day1
BHARTIARTL,24-Nov-2022,83600,68400,0.2754,0.7561,0.0187,0.8182,622250,802.95,7.9500000000000455,1979.09," 57.65",68,42,0.6176,-0.2990,-0.1600,Day1
BHEL,27-Oct-2022,32319000,20842500,0.0402,0.0759,0.0227,0.6449,108444000,62.4,1.75,16794.08," 30.26",3768,1491,0.3957,-0.2695,-0.3759,Day1
BHEL,24-Nov-2022,409500,105000,0.1471,2.3333,0.0816,0.2564,2226000,62.7,1.7000000000000028,596.1," 30.26",30,7,0.2333,-0.0625,0.0000,Day1
BIOCON,27-Oct-2022,5768400,3185500,-0.1340,0.0398,-0.0339,0.5522,17185600,299.45,6.25,13098.22," 60.00",5020,1010,0.2012,-0.2171,-0.1835,Day1
BIOCON,24-Nov-2022,6900,2300,0.0000,0.0000,-0.1127,0.3333,434700,300.85,6.150000000000034,530.44," 60.00",4,0,0.0000,0.0000,0.0000,Day1
BOSCHLTD,27-Oct-2022,23750,11600,0.0440,0.0311,-0.0294,0.4884,179850,15966.9,324.35000000000036,6826.78," 30.99",338,65,0.1923,0.1736,0.4130,Day1
BOSCHLTD,24-Nov-2022,0,0,0.0000,0.0000,0.2778,0.0000,2300,16035.4,355.6999999999989,216.3," 30.99",0,0,0.0000,0.0000,0.0000,Day1
BPCL,27-Oct-2022,7178400,4474800,0.0329,0.0437,-0.0167,0.6234,15807600,312.6,3.25,10684.19," 38.74",4230,2066,0.4884,-0.3365,-0.0756,Day1
BPCL,24-Nov-2022,36000,37800,3.0000,4.2500,0.2324,1.0500,630000,310.8,1.6000000000000227,1240.78," 38.74",19,21,1.1053,5.3333,9.5000,Day1
BRITANNIA,27-Oct-2022,444600,155400,-0.0129,0.0157,-0.0012,0.3495,1478600,3832.65,61.65000000000009,8682.87," 46.21",1940,654,0.3371,-0.0797,-0.5173,Day1
BRITANNIA,24-Nov-2022,1800,1000,0.2857,0.0000,-0.0680,0.5556,19200,3846.4,64.95000000000027,107.61," 46.21",7,0,0.0000,0.7500,-1.0000,Day1
BSOFT,27-Oct-2022,3066700,1615900,0.2962,0.2632,-0.0180,0.5269,8149700,288.75,9.399999999999977,9059.28," 27.03",6479,1365,0.2107,2.8383,1.3175,Day1
BSOFT,24-Nov-2022,0,18200,0.0000,0.4000,-0.0451,0.0000,357500,288.95,8.75,522.4," 27.03",0,6,0.0000,0.0000,0.5000,Day1
CANBK,27-Oct-2022,15111900,11043000,0.0475,0.0269,0.0204,0.7307,41118300,228.15,5.550000000000011,40006.8," 29.94",8357,3311,0.3962,0.0028,-0.3675,Day1
CANBK,24-Nov-2022,10800,0,0.3333,0.0000,0.0558,0.0000,561600,229.2,5.25,1315.12," 29.94",1,0,0.0000,0.0000,0.0000,Day1
CANFINHOME,27-Oct-2022,3791775,1894425,0.0191,0.0682,0.0355,0.4996,6761625,497.8,14.449999999999989,15871.98," 32.43",7949,2788,0.3507,-0.1622,-0.0927,Day1
CANFINHOME,24-Nov-2022,975,15600,0.0000,-0.1111,0.2166,16.0000,257400,499.75,14.300000000000011,798.23," 32.43",0,4,0.0000,-1.0000,-0.5556,Day1
CHAMBLFERT,27-Oct-2022,2383500,1122000,0.1727,0.1131,0.0140,0.4707,5317500,321.85,7.9500000000000455,4675.44," 36.09",1786,474,0.2654,0.0950,-0.3199,Day1
CHAMBLFERT,24-Nov-2022,9000,4500,0.2000,0.0000,0.0220,0.5000,139500,323.6,7.900000000000034,183.32," 36.09",1,0,0.0000,0.0000,0.0000,Day1
CHOLAFIN,27-Oct-2022,1495000,786250,0.5393,0.4493,0.0499,0.5259,6570000,740.95,38.60000000000002,30539.99," 24.46",8576,2675,0.3119,4.4624,1.1607,Day1
CHOLAFIN,24-Nov-2022,0,1250,0.0000,0.0000,0.1154,0.0000,36250,742.4,37.64999999999998,719.87," 24.46",0,1,0.0000,0.0000,0.0000,Day1
CIPLA,27-Oct-2022,3328000,2193100,0.0827,0.1990,0.0488,0.6590,8533850,1137.45,12.350000000000136,32936.54," 59.13",12549,5489,0.4374,-0.3908,-0.2402,Day1
CIPLA,24-Nov-2022,2600,0,0.0000,0.0000,0.1475,0.0000,182000,1134.85,11.799999999999955,1007.66," 59.13",0,0,0.0000,-1.0000,0.0000,Day1
COALINDIA,27-Oct-2022,15737400,12255600,-0.0737,0.1686,-0.0504,0.7788,31836000,223.7,8.099999999999994,37130.25," 42.27",9472,5365,0.5664,0.0301,0.7229,Day1
COALINDIA,24-Nov-2022,273000,96600,0.9118,0.2105,0.1329,0.3538,1360800,224.2,8.299999999999983,2200.16," 42.27",48,9,0.1875,3.0000,-0.5263,Day1
COFORGE,27-Oct-2022,227700,95400,0.0743,0.3086,0.0014,0.4190,629850,3479.1,169.19999999999982,15426.55," 35.37",5791,864,0.1492,2.2316,0.5738,Day1
COFORGE,24-Nov-2022,300,300,0.0000,0.0000,-0.0639,1.0000,30750,3437.25,165.4000000000001,345.93," 35.37",0,0,0.0000,0.0000,0.0000,Day1
COLPAL,27-Oct-2022,281050,119350,0.1045,0.2266,-0.0058,0.4247,2100700,1605.2,23.700000000000045,7034.03," 59.21",1792,583,0.3253,0.7083,0.3750,Day1
COLPAL,24-Nov-2022,350,700,0.0000,0.0000,0.0632,2.0000,35350,1594.55,20.799999999999955,78.25," 59.21",1,1,1.0000,0.0000,0.0000,Day1
CONCOR,27-Oct-2022,1267000,522000,0.0008,-0.0387,0.0297,0.4120,7029000,712.55,17.949999999999932,13705.04," 56.56",2846,451,0.1585,0.5351,0.4643,Day1
CONCOR,24-Nov-2022,0,1000,0.0000,0.0000,0.2821,0.0000,50000,712.3,15.049999999999955,264.14," 56.56",0,0,0.0000,0.0000,0.0000,Day1
COROMANDEL,27-Oct-2022,339500,117600,0.2217,0.2263,-0.0115,0.3464,905800,1004.5,16.899999999999977,4040.23," 57.06",1444,216,0.1496,-0.4203,0.0640,Day1
COROMANDEL,24-Nov-2022,0,0,0.0000,0.0000,-0.0714,0.0000,9100,1001.4,13.399999999999977,28," 57.06",0,0,0.0000,0.0000,0.0000,Day1
CROMPTON,27-Oct-2022,1053000,400500,0.1003,-0.0220,0.1113,0.3803,4836000,395.5,0.8500000000000227,8265.31," 46.30",590,120,0.2034,-0.5758,-0.8148,Day1
CROMPTON,24-Nov-2022,0,3000,0.0000,0.0000,0.0635,0.0000,100500,392.7,1.849999999999966,35.38," 46.30",0,0,0.0000,0.0000,0.0000,Day1
CUB,27-Oct-2022,1680000,730000,0.1957,0.1061,0.1736,0.4345,6185000,173.6,5.099999999999994,12899.34," 54.08",911,143,0.1570,2.5447,-0.5867,Day1
CUB,24-Nov-2022,0,0,0.0000,0.0000,0.1111,0.0000,200000,172.05,4.400000000000006,351.7," 54.08",0,0,0.0000,0.0000,0.0000,Day1
CUMMINSIND,27-Oct-2022,356400,186600,0.4559,0.3348,0.0379,0.5236,3305400,1222.8,37.399999999999864,12231.93," 51.86",2887,434,0.1503,3.1067,2.8750,Day1
CUMMINSIND,24-Nov-2022,0,0,0.0000,0.0000,0.5714,0.0000,13200,1229,50,103.15," 51.86",0,0,0.0000,0.0000,0.0000,Day1
DABUR,27-Oct-2022,2003750,898750,0.3369,0.2681,0.0888,0.4485,12446250,554.85,-3.5499999999999545,23357.35," 67.73",5315,3563,0.6704,0.5541,0.6457,Day1
DABUR,24-Nov-2022,0,0,0.0000,0.0000,0.4674,0.0000,168750,555.25,-3.6499999999999773,620.56," 67.73",0,0,0.0000,0.0000,0.0000,Day1
DALBHARAT,27-Oct-2022,47500,26500,0.0106,0.0392,0.0140,0.5579,1304500,1600.6,43.799999999999955,3875.7," 27.19",48,72,1.5000,-0.7303,9.2857,Day1
DALBHARAT,24-Nov-2022,0,500,0.0000,0.0000,-0.0625,0.0000,7500,1604.7,54.700000000000045,80," 27.19",0,0,0.0000,0.0000,-1.0000,Day1
DEEPAKNTR,27-Oct-2022,1100750,567750,-0.0391,0.0053,-0.0679,0.5158,1761000,2101.9,74,15379.56," 28.13",7616,2883,0.3785,-0.1336,-0.1684,Day1
DEEPAKNTR,24-Nov-2022,2000,8500,1.0000,0.4167,0.0233,4.2500,98750,2098.8,73.00000000000023,985.37," 28.13",5,18,3.6000,4.0000,0.6364,Day1
DELTACORP,27-Oct-2022,6695300,3233800,0.8459,1.1207,0.0836,0.4830,15538800,214.35,12.400000000000006,24644.71," 14.53",18006,3947,0.2192,3.0811,4.8999,Day1
DELTACORP,24-Nov-2022,2300,11500,0.0000,4.0000,0.3412,5.0000,524400,215.2,12.25,1242.37," 14.53",1,4,4.0000,0.0000,0.0000,Day1
DIVISLAB,27-Oct-2022,563100,298950,0.1651,0.0891,-0.0033,0.5309,2328600,3792.3,49.15000000000009,13632.65," 45.89",7502,1925,0.2566,-0.4989,-0.4444,Day1
DIVISLAB,24-Nov-2022,2700,8850,0.2857,0.2826,0.0798,3.2778,38550,3808.55,46.80000000000018,711.77," 45.89",11,24,2.1818,-0.3125,-0.2727,Day1
DIXON,27-Oct-2022,202250,81000,0.1516,0.1408,-0.0129,0.4005,563875,4330.15,89.59999999999945,6871.34," 39.87",2504,456,0.1821,0.4474,1.1509,Day1
DIXON,24-Nov-2022,1125,250,0.8000,0.0000,0.0260,0.2222,19750,4281.3,97.25,553.32," 39.87",5,4,0.8000,1.5000,0.0000,Day1
DLF,27-Oct-2022,8596500,5540700,-0.0641,0.0228,-0.0063,0.6445,44168850,361.05,12.050000000000011,35283.25," 39.86",8406,3362,0.4000,0.1220,-0.1553,Day1
DLF,24-Nov-2022,3300,8250,0.0000,-0.1667,0.0217,2.5000,466950,362.7,12,1149.72," 39.86",0,2,0.0000,-1.0000,-0.6000,Day1
DRREDDY,27-Oct-2022,799250,414125,0.1076,0.1625,-0.0092,0.5181,1641750,4427.6,21.350000000000364,22456.66," 39.27",14391,5592,0.3886,-0.3781,0.0160,Day1
DRREDDY,24-Nov-2022,4625,6250,1.3125,0.1628,0.1181,1.3514,33125,4437.5,22.949999999999818,735.21," 39.27",41,21,0.5122,7.2000,-0.2759,Day1
EICHERMOT,27-Oct-2022,1753150,856800,-0.2054,0.0033,0.0033,0.4887,3666950,3522.85,89.90000000000009,62822.44," 35.93",13919,4406,0.3165,-0.4596,-0.6024,Day1
EICHERMOT,24-Nov-2022,3850,1750,0.8333,0.0000,0.0000,0.4545,108150,3505,86.15000000000009,1950.56," 35.93",7,5,0.7143,0.4000,0.0000,Day1
ESCORTS,27-Oct-2022,722700,353650,-0.0008,0.1777,0.0702,0.4893,1040050,2134.5,68.69999999999982,16519.54," 28.05",2673,1175,0.4396,-0.4810,-0.7575,Day1
ESCORTS,24-Nov-2022,2200,0,1.0000,0.0000,0.0465,0.0000,24750,2121,64.65000000000009,69.99," 28.05",3,0,0.0000,2.0000,0.0000,Day1
EXIDEIND,27-Oct-2022,5572800,2761200,0.0574,0.0697,-0.0004,0.4955,24199200,157.4,3.1500000000000057,5253.8," 44.83",880,385,0.4375,-0.1595,-0.4531,Day1
EXIDEIND,24-Nov-2022,18000,3600,0.0000,0.0000,0.0277,0.2000,1735200,158.15,2.950000000000017,358.69," 44.83",0,0,0.0000,0.0000,0.0000,Day1
FEDERALBNK,27-Oct-2022,26270000,18060000,-0.0241,0.0782,-0.0017,0.6875,94220000,121.15,4.200000000000003,39636.25," 32.09",4812,2331,0.4844,-0.2411,-0.3877,Day1
FEDERALBNK,24-Nov-2022,110000,110000,0.2222,0.2222,-0.0221,1.0000,1330000,121.75,4.200000000000003,2216.18," 32.09",15,4,0.2667,2.7500,-0.2000,Day1
FSL,27-Oct-2022,3998800,2277600,0.0336,0.0046,-0.0788,0.5696,14887600,104.9,3.25,6434.61," 27.48",667,209,0.3133,0.1540,0.0296,Day1
FSL,24-Nov-2022,0,10400,0.0000,0.0000,0.0000,0.0000,1518400,104.05,3.299999999999997,582.41," 27.48",0,0,0.0000,0.0000,-1.0000,Day1
GAIL,27-Oct-2022,22225350,13377300,-0.0170,0.0069,-0.0177,0.6019,58944300,87.35,2.5,10153.41," 48.70",1650,696,0.4218,-0.3344,-0.1333,Day1
GAIL,24-Nov-2022,45750,36600,0.2500,0.3333,-0.0125,0.8000,1445700,87.5,2.549999999999997,517.18," 48.70",1,1,1.0000,-0.8333,-0.5000,Day1
GLENMARK,27-Oct-2022,2823250,970600,0.0688,0.0218,0.0069,0.3438,8397300,406.45,4.649999999999977,11074.09," 28.36",8744,2831,0.3238,-0.4542,-0.2414,Day1
GLENMARK,24-Nov-2022,0,0,0.0000,0.0000,-0.0146,0.0000,155250,408.4,3.349999999999966,298.71," 28.36",0,0,0.0000,0.0000,0.0000,Day1
GMRINFRA,27-Oct-2022,64327500,23265000,-0.0024,0.0350,-0.0099,0.3617,130117500,35.85,1.1000000000000014,6782.45," 29.63",1489,256,0.1719,-0.0492,-0.5000,Day1
GMRINFRA,24-Nov-2022,360000,472500,0.2308,0.2353,0.0202,1.3125,2272500,35.95,1.1000000000000014,176.99," 29.63",6,8,1.3333,1.0000,-0.4667,Day1
GNFC,27-Oct-2022,2653300,1384500,0.0334,-0.0184,0.0068,0.5218,4989400,651.8,13.75,11531.64," 42.43",3191,1314,0.4118,-0.5781,-0.6627,Day1
GNFC,24-Nov-2022,9100,22100,0.1667,0.0625,-0.0678,2.4286,143000,654.3,14,296.37," 42.43",1,3,3.0000,-0.5000,-0.7000,Day1
GODREJCP,27-Oct-2022,546000,220000,0.1617,0.1282,0.0169,0.4029,6126000,899.6,13.200000000000045,9377.64," 61.64",924,297,0.3214,0.2320,0.3259,Day1
GODREJCP,24-Nov-2022,0,0,0.0000,0.0000,0.0000,0.0000,89000,902.95,11.850000000000023,108.56," 61.64",0,0,0.0000,0.0000,0.0000,Day1
GODREJPROP,27-Oct-2022,1279525,592475,-0.0935,0.0376,-0.0167,0.4630,4364100,1212.9,46.850000000000136,14870.42," 31.35",6394,2190,0.3425,0.0398,0.5379,Day1
GODREJPROP,24-Nov-2022,650,1300,0.0000,0.3333,0.0148,2.0000,133575,1219.6,48.19999999999982,689.82," 31.35",0,3,0.0000,0.0000,0.0000,Day1
GRANULES,27-Oct-2022,4730000,3414000,0.0553,0.1581,-0.0489,0.7218,8512000,358.25,10.25,19924.76," 23.03",6600,3343,0.5065,-0.3958,-0.1935,Day1
GRANULES,24-Nov-2022,54000,38000,0.0385,0.0556,0.1264,0.7037,410000,360,11.100000000000023,979.63," 23.03",24,1,0.0417,-0.2727,-0.9231,Day1
GRASIM,27-Oct-2022,614175,652650,0.0607,0.0037,-0.0132,1.0626,7607125,1687.75,51.65000000000009,37278.22," 51.43",2848,1583,0.5558,-0.0349,-0.1016,Day1
GRASIM,24-Nov-2022,0,0,0.0000,0.0000,0.0561,0.0000,53675,1691.65,47.450000000000045,256.86," 51.43",0,0,0.0000,0.0000,0.0000,Day1
GSPL,27-Oct-2022,640000,482500,0.8028,0.1627,0.3915,0.7539,5322500,224.5,-3.75,7751.39," 61.87",268,172,0.6418,3.8727,-0.5262,Day1
GSPL,24-Nov-2022,0,2500,0.0000,0.0000,0.8636,0.0000,102500,225.55,-4.199999999999989,159.08," 61.87",0,1,0.0000,0.0000,0.0000,Day1
